OBJECTID,LSTRNMID,LSTRNM,RSTRNMID,RSTRNM,postcode,DISTRICT,GISID,EINDSTRNM,EINDGEOM,LABEL_LSTRNM,LABEL_RSTRNM,RRSTRAATCODE_RSTRNM,RRSTRAATCODE_LSTRNM,RRSTRAATCODE_POSTCODE_LSTRNM,RRSTRAATCODE_POSTCODE_RSTRNM,STRAATNAAMID_12,RRSTRAATCODE_12,SHAPE_Length
147,266,Baron Dhanislaan,266,Baron Dhanislaan,2000,Antwerpen,2000266266,,,BARON DHANISLAAN,BARON DHANISLAAN,3103,3103,20003103,20003103,,,222.48940398222
148,267,Baron Joostensstraat,267,Baron Joostensstraat,2018,Antwerpen,2018267267,,,BARON JOOSTENSSTRAAT,BARON JOOSTENSSTRAAT,6203,6203,20186203,20186203,,,117.31735672423
149,268,Baron Leroystraat,268,Baron Leroystraat,2100,Deurne,2100268268,,,BARON LEROYSTRAAT,BARON LEROYSTRAAT,0401,0401,21000401,21000401,,,497.133222925149
150,269,Baron Sadoinestraat,269,Baron Sadoinestraat,2660,Hoboken,2660269269,,,BARON SADOINESTRAAT,BARON SADOINESTRAAT,0703,0703,26600703,26600703,,,247.843682150227
151,270,Basseliersstraat,270,Basseliersstraat,2100,Deurne,2100270270,,,BASSELIERSSTRAAT,BASSELIERSSTRAAT,0707,0707,21000707,21000707,,,292.050259959482
152,271,Bataviastraat,271,Bataviastraat,2000,Antwerpen,2000271271,,,BATAVIASTRAAT,BATAVIASTRAAT,0102,0102,20000102,20000102,,,327.37181822394
153,272,Batkinstraat,272,Batkinstraat,2600,Berchem,2600272272,,,BATKINSTRAAT,BATKINSTRAAT,0005,0005,26000005,26000005,,,177.11946611703
154,273,Beatrijslaan,273,Beatrijslaan,2050,Antwerpen,2050273273,,,BEATRIJSLAAN,BEATRIJSLAAN,2308,2308,20502308,20502308,,,4532.71473662092
155,274,Beddenstraat,274,Beddenstraat,2000,Antwerpen,2000274274,,,BEDDENSTRAAT,BEDDENSTRAAT,1201,1201,20001201,20001201,,,113.057623006043
156,275,Bedevaartstraat,275,Bedevaartstraat,2180,Ekeren,2180275275,,,BEDEVAARTSTRAAT,BEDEVAARTSTRAAT,1302,1302,21801302,21801302,,,172.343106685309
157,276,Beeckmanslaan,276,Beeckmanslaan,2610,Wilrijk,2610276276,,,BEECKMANSLAAN,BEECKMANSLAAN,4010,4010,26104010,26104010,,,80.5505726118146
158,277,Beeckmansstraat,277,Beeckmansstraat,2170,Merksem,2170277277,,,BEECKMANSSTRAAT,BEECKMANSSTRAAT,0008,0008,21700008,21700008,,,155.532848446866
159,278,Beekstraat_EK,278,Beekstraat_EK,2180,Ekeren,2180278278,,,BEEKSTRAAT,BEEKSTRAAT,3008,3008,21803008,21803008,,,162.509338079373
160,279,Beekstraat_BO,279,Beekstraat_BO,2140,Borgerhout,2140279279,,,BEEKSTRAAT,BEEKSTRAAT,2332,2332,21402332,21402332,,,137.302874531946
161,280,Beeldhouwersstraat,280,Beeldhouwersstraat,2000,Antwerpen,2000280280,,,BEELDHOUWERSSTRAAT,BEELDHOUWERSSTRAAT,3104,3104,20003104,20003104,,,310.626120367369
162,281,Beenakkerpad,281,Beenakkerpad,2170,Merksem,2170281281,,,BEENAKKERPAD,BEENAKKERPAD,0257,0257,21700257,21700257,,,116.393402465271
163,282,Beenhouwerstraat,282,Beenhouwerstraat,2180,Ekeren,2180282282,,,BEENHOUWERSTRAAT,BEENHOUWERSTRAAT,1009,1009,21801009,21801009,,,197.95468454858
164,283,Beernaertstraat,283,Beernaertstraat,2600,Berchem,2600283283,,,BEERNAERTSTRAAT,BEERNAERTSTRAAT,0006,0006,26000006,26000006,,,113.939698254802
165,284,Beerschotstraat,284,Beerschotstraat,2020,Antwerpen,2020284284,,,BEERSCHOTSTRAAT,BEERSCHOTSTRAAT,9205,9205,20209205,20209205,,,133.272442558657
166,285,Beggaardenstraat,285,Beggaardenstraat,2000,Antwerpen,2000285285,,,BEGGAARDENSTRAAT,BEGGAARDENSTRAAT,1203,1203,20001203,20001203,,,75.8746945625705
167,286,Begijnenstraat,286,Begijnenstraat,2000,Antwerpen,2000286286,,,BEGIJNENSTRAAT,BEGIJNENSTRAAT,2209,2209,20002209,20002209,,,276.156216904829
168,287,Begijnenvest,287,Begijnenvest,2000,Antwerpen,2000287287,,,BEGIJNENVEST,BEGIJNENVEST,3105,3105,20003105,20003105,,,524.01459112816
169,288,Begijnhoeve,288,Begijnhoeve,2040,Berendrecht-Zandvliet-Lillo,2040288288,,,BEGIJNHOEVE,BEGIJNHOEVE,0505,0505,20400505,20400505,,,465.172712978402
170,289,Begonialei,289,Begonialei,2170,Merksem,2170289289,,,BEGONIALEI,BEGONIALEI,0009,0009,21700009,21700009,,,113.532071263143
171,291,Belcrownlaan,291,Belcrownlaan,2100,Deurne,2100291291,,,BELCROWNLAAN,BELCROWNLAAN,0103,0103,21000103,21000103,,,979.566942710859
172,292,Belegstraat,292,Belegstraat,2000,Antwerpen,2000292292,,,BELEGSTRAAT,BELEGSTRAAT,3208,3208,20003208,20003208,,,13.0019483519819
173,292,Belegstraat,292,Belegstraat,2018,Antwerpen,2018292292,,,BELEGSTRAAT,BELEGSTRAAT,3208,3208,20183208,20183208,,,320.31827521269
174,293,Belfaststraat,293,Belfaststraat,2030,Antwerpen,2030293293,,,BELFASTSTRAAT,BELFASTSTRAAT,0203,0203,20300203,20300203,,,195.475831629851
175,294,Belgiëlei,294,Belgiëlei,2018,Antwerpen,2018294294,,,BELGIËLEI,BELGIËLEI,5103,5103,20185103,20185103,,,3197.08854589309
176,296,Beliweg,296,Beliweg,2030,Antwerpen,2030296296,,,BELIWEG,BELIWEG,0839,0839,20300839,20300839,,,2052.63569958888
177,297,Bellestraat,297,Bellestraat,2030,Antwerpen,2030297297,,,BELLESTRAAT,BELLESTRAAT,0808,0808,20300808,20300808,,,1226.73974020327
178,298,Belpairestraat,298,Belpairestraat,2600,Berchem,2600298298,,,BELPAIRESTRAAT,BELPAIRESTRAAT,0007,0007,26000007,26000007,,,373.917600719012
179,299,Beneluxlaan,299,Beneluxlaan,2610,Wilrijk,2610299299,,,BENELUXLAAN,BENELUXLAAN,1071,1071,26101071,26101071,,,53.3517572330078
180,300,Benzineweg,300,Benzineweg,2020,Antwerpen,2020300300,,,BENZINEWEG,BENZINEWEG,9207,9207,20209207,20209207,,,559.526241376264
181,301,Berchemboslaan,301,Berchemboslaan,2600,Berchem,2600301301,,,BERCHEMBOSLAAN,BERCHEMBOSLAAN,1001,1001,26001001,26001001,,,261.295475616394
182,302,Berchembrug,302,Berchembrug,2600,Berchem,2600302302,,,BERCHEMBRUG,BERCHEMBRUG,1071,1071,26001071,26001071,,,517.176551520582
183,303,Berchemhofstraat,303,Berchemhofstraat,2600,Berchem,2600303303,,,BERCHEMHOFSTRAAT,BERCHEMHOFSTRAAT,0008,0008,26000008,26000008,,,91.31823917035
184,304,Berchemlei,304,Berchemlei,2140,Borgerhout,2140304304,,,BERCHEMLEI,BERCHEMLEI,4615,4615,21404615,21404615,,,701.574116403641
185,305,Berchemstadionstraat,305,Berchemstadionstraat,2600,Berchem,2600305305,,,BERCHEMSTADIONSTRAAT,BERCHEMSTADIONSTRAAT,1002,1002,26001002,26001002,,,976.846516394088
186,306,Berendrechtbrug,306,Berendrechtbrug,2040,Berendrecht-Zandvliet-Lillo,2040306306,,,BERENDRECHTBRUG,BERENDRECHTBRUG,0871,0871,20400871,20400871,,,142.69829230043
187,307,Berendrechtsluis,2349,Potpolderweg,2040,Berendrecht-Zandvliet-Lillo,20403072349,,,BERENDRECHTSLUIS,POTPOLDERWEG,0942,0861,20400861,20400942,,,332.138907394572
188,308,Berendrechtstraat,308,Berendrechtstraat,2020,Antwerpen,2020308308,,,BERENDRECHTSTRAAT,BERENDRECHTSTRAAT,9206,9206,20209206,20209206,,,313.02148111624
189,309,Berendrechtsvoetpad,309,Berendrechtsvoetpad,2040,Berendrecht-Zandvliet-Lillo,2040309309,,,BERENDRECHTSVOETPAD,BERENDRECHTSVOETPAD,0506,0506,20400506,20400506,,,876.844528401169
190,310,Berendrechtweg,310,Berendrechtweg,2040,Berendrecht-Zandvliet-Lillo,2040310310,,,BERENDRECHTWEG,BERENDRECHTWEG,0939,0939,20400939,20400939,,,1596.70290528825
191,311,Bergen op Zoomlaan,311,Bergen op Zoomlaan,2170,Merksem,2170311311,,,BERGEN OP ZOOMLAAN,BERGEN OP ZOOMLAAN,0231,0231,21700231,21700231,,,436.561925325344
192,312,Bergenlaan,312,Bergenlaan,2660,Hoboken,2660312312,,,BERGENLAAN,BERGENLAAN,0901,0901,26600901,26600901,,,106.855955050087
193,313,Bergstraat,313,Bergstraat,2000,Antwerpen,2000313313,,,BERGSTRAAT,BERGSTRAAT,2210,2210,20002210,20002210,,,69.6570098655829
194,314,Berkenlaan_WI,314,Berkenlaan_WI,2610,Wilrijk,2610314314,,,BERKENLAAN,BERKENLAAN,2030,2030,26102030,26102030,,,1141.9129932535
195,315,Berkenrijslaan,315,Berkenrijslaan,2610,Wilrijk,2610315315,,,BERKENRIJSLAAN,BERKENRIJSLAAN,3035,3035,26103035,26103035,,,774.579328487294
196,316,Berkenrodelei,316,Berkenrodelei,2660,Hoboken,2660316316,,,BERKENRODELEI,BERKENRODELEI,0202,0202,26600202,26600202,,,633.798337482085
197,317,Berkenveldplein,317,Berkenveldplein,2610,Wilrijk,2610317317,,,BERKENVELDPLEIN,BERKENVELDPLEIN,1080,1080,26101080,26101080,,,390.520399215723
198,318,Berkenveldstraat,318,Berkenveldstraat,2610,Wilrijk,2610318318,,,BERKENVELDSTRAAT,BERKENVELDSTRAAT,1090,1090,26101090,26101090,,,479.101649896813
199,319,Berlijnstraat,319,Berlijnstraat,2660,Hoboken,2660319319,,,BERLIJNSTRAAT,BERLIJNSTRAAT,0801,0801,26600801,26600801,,,109.945054711473
200,320,Bermbeekstraat,320,Bermbeekstraat,2170,Merksem,2170320320,,,BERMBEEKSTRAAT,BERMBEEKSTRAAT,0010,0010,21700010,21700010,,,131.609236364646
201,321,Bermstraat,321,Bermstraat,2030,Antwerpen,2030321321,,,BERMSTRAAT,BERMSTRAAT,0204,0204,20300204,20300204,,,144.706620394385
202,322,Bernard De Pooterstraat,322,Bernard De Pooterstraat,2610,Wilrijk,2610322322,,,BERNARD DE POOTERSTRAAT,BERNARD DE POOTERSTRAAT,1095,1095,26101095,26101095,,,123.704414331586
203,323,Bernstraat,323,Bernstraat,2660,Hoboken,2660323323,,,BERNSTRAAT,BERNSTRAAT,0802,0802,26600802,26600802,,,160.98418622527
204,324,Bert Verlacktstraat,324,Bert Verlacktstraat,2140,Borgerhout,2140324324,,,BERT VERLACKTSTRAAT,BERT VERLACKTSTRAAT,4613,4613,21404613,21404613,,,50.7395329592297
205,325,Berten Fermontplein,325,Berten Fermontplein,2140,Borgerhout,2140325325,,,BERTEN FERMONTPLEIN,BERTEN FERMONTPLEIN,4619,4619,21404619,21404619,,,101.545767350544
206,326,Berthoutstraat,326,Berthoutstraat,2600,Berchem,2600326326,,,BERTHOUTSTRAAT,BERTHOUTSTRAAT,0009,0009,26000009,26000009,,,313.550078210201
207,327,Bervoetstraat,327,Bervoetstraat,2000,Antwerpen,2000327327,,,BERVOETSTRAAT,BERVOETSTRAAT,2211,2211,20002211,20002211,,,147.782392201486
208,328,Beschavingstraat,328,Beschavingstraat,2020,Antwerpen,2020328328,,,BESCHAVINGSTRAAT,BESCHAVINGSTRAAT,9105,9105,20209105,20209105,,,247.463946874784
209,329,Bestormingstraat,329,Bestormingstraat,2018,Antwerpen,2018329329,,,BESTORMINGSTRAAT,BESTORMINGSTRAAT,3209,3209,20183209,20183209,,,101.428575139276
210,330,Betogingstraat,330,Betogingstraat,2140,Borgerhout,2140330330,,,BETOGINGSTRAAT,BETOGINGSTRAAT,1105,1105,21401105,21401105,,,235.227830921937
211,332,Beukenhofstraat,332,Beukenhofstraat,2170,Merksem,2170332332,,,BEUKENHOFSTRAAT,BEUKENHOFSTRAAT,0011,0011,21700011,21700011,,,245.69800172692
212,333,Beukenlaan,333,Beukenlaan,2020,Antwerpen,2020333333,,,BEUKENLAAN,BEUKENLAAN,9106,9106,20209106,20209106,,,1679.72912531558
213,334,Beukenstraat,334,Beukenstraat,2140,Borgerhout,2140334334,,,BEUKENSTRAAT,BEUKENSTRAAT,1222,1222,21401222,21401222,,,168.109334726954
214,335,Bevrijdingstunnel,335,Bevrijdingstunnel,2020,Antwerpen,2020335335,,,BEVRIJDINGSTUNNEL,BEVRIJDINGSTUNNEL,9162,9162,20209162,20209162,,,1079.40126670803
215,335,Bevrijdingstunnel,335,Bevrijdingstunnel,2610,Wilrijk,2610335335,,,BEVRIJDINGSTUNNEL,BEVRIJDINGSTUNNEL,9162,9162,26109162,26109162,,,67.3334838463581
216,336,Bexstraat,336,Bexstraat,2018,Antwerpen,2018336336,,,BEXSTRAAT,BEXSTRAAT,5202,5202,20185202,20185202,,,267.830930288551
217,337,Biartstraat,337,Biartstraat,2018,Antwerpen,2018337337,,,BIARTSTRAAT,BIARTSTRAAT,4103,4103,20184103,20184103,,,226.290856089248
218,338,Biekorfstraat,338,Biekorfstraat,2060,Antwerpen,2060338338,,,BIEKORFSTRAAT,BIEKORFSTRAAT,7101,7101,20607101,20607101,,,385.812054142641
219,340,Biesheuvellaan,340,Biesheuvellaan,2180,Ekeren,2180340340,,,BIESHEUVELLAAN,BIESHEUVELLAAN,1012,1012,21801012,21801012,,,107.486227060385
220,341,Biesthoevelaan,341,Biesthoevelaan,2610,Wilrijk,2610341341,,,BIESTHOEVELAAN,BIESTHOEVELAAN,1100,1100,26101100,26101100,,,306.770620464711
221,342,Biestraatje,342,Biestraatje,2040,Berendrecht-Zandvliet-Lillo,2040342342,,,BIESTRAATJE,BIESTRAATJE,0402,0402,20400402,20400402,,,54.7595396996412
222,343,Bijenhofstraat,343,Bijenhofstraat,2100,Deurne,2100343343,,,BIJENHOFSTRAAT,BIJENHOFSTRAAT,0805,0805,21000805,21000805,,,105.550866078321
223,344,Bijlstraat,344,Bijlstraat,2140,Borgerhout,2140344344,,,BIJLSTRAAT,BIJLSTRAAT,2433,2433,21402433,21402433,,,200.250355419462
224,345,Bikschotelaan,345,Bikschotelaan,2140,Borgerhout,2140345345,,,BIKSCHOTELAAN,BIKSCHOTELAAN,2004,2004,21402004,21402004,,,835.248559483585
225,345,Bikschotelaan,345,Bikschotelaan,2600,Berchem,2600345345,,,BIKSCHOTELAAN,BIKSCHOTELAAN,2004,2004,26002004,26002004,,,817.138644278962
226,347,Bindstraat,347,Bindstraat,2600,Berchem,2600347347,,,BINDSTRAAT,BINDSTRAAT,0010,0010,26000010,26000010,,,143.159121799233
227,348,Binnenpad,348,Binnenpad,2040,Berendrecht-Zandvliet-Lillo,2040348348,,,BINNENPAD,BINNENPAD,0403,0403,20400403,20400403,,,548.621050574625
228,349,Binnenplein,349,Binnenplein,2600,Berchem,2600349349,,,BINNENPLEIN,BINNENPLEIN,2069,2069,26002069,26002069,,,237.138004571467
229,350,Binnensingel,350,Binnensingel,2018,Antwerpen,2018350350,,,BINNENSINGEL,BINNENSINGEL,0095,0095,20180095,20180095,,,435.82956088592
230,350,Binnensingel,350,Binnensingel,2600,Berchem,2600350350,,,BINNENSINGEL,BINNENSINGEL,0095,0095,26000095,26000095,,,5258.41898476759
231,351,Binnenvaartstraat,351,Binnenvaartstraat,2000,Antwerpen,2000351351,,,BINNENVAARTSTRAAT,BINNENVAARTSTRAAT,0850,0850,20000850,20000850,,,444.948971614
232,353,Bisschoppenhoflaan,353,Bisschoppenhoflaan,2100,Deurne,2100353353,,,BISSCHOPPENHOFLAAN,BISSCHOPPENHOFLAAN,0105,0105,21000105,21000105,,,6163.73448453872
233,354,Bisschopstraat,354,Bisschopstraat,2060,Antwerpen,2060354354,,,BISSCHOPSTRAAT,BISSCHOPSTRAAT,8103,8103,20608103,20608103,,,268.804390444706
234,355,Bist_WI,355,Bist_WI,2610,Wilrijk,2610355355,,,BIST,BIST,1110,1110,26101110,26101110,,,635.860711024069
235,356,Bist_EK,356,Bist_EK,2180,Ekeren,2180356356,,,BIST,BIST,2020,2020,21802020,21802020,,,1548.31022439056
236,357,Bistkapellei,357,Bistkapellei,2180,Ekeren,2180357357,,,BISTKAPELLEI,BISTKAPELLEI,1015,1015,21801015,21801015,,,261.88001093568
237,358,Bistweg,358,Bistweg,2610,Wilrijk,2610358358,,,BISTWEG,BISTWEG,1111,1111,26101111,26101111,,,220.990480045566
238,360,Blarenstraat,360,Blarenstraat,2180,Ekeren,2180360360,,,BLARENSTRAAT,BLARENSTRAAT,1016,1016,21801016,21801016,,,211.062328041033
239,361,Blauwbroekstraat,361,Blauwbroekstraat,2000,Antwerpen,2000361361,,,BLAUWBROEKSTRAAT,BLAUWBROEKSTRAAT,1105,1105,20001105,20001105,,,95.7283541286587
240,362,Blauwe Weg,362,Blauwe Weg,2030,Antwerpen,2030362362,,,BLAUWE WEG,BLAUWE WEG,0838,0838,20300838,20300838,,,1901.70041980805
241,363,Blauwhoefstraat,363,Blauwhoefstraat,2040,Berendrecht-Zandvliet-Lillo,2040363363,,,BLAUWHOEFSTRAAT,BLAUWHOEFSTRAAT,0859,0859,20400859,20400859,,,2602.75605804886
242,364,Blauwmeeslaan,364,Blauwmeeslaan,2610,Wilrijk,2610364364,,,BLAUWMEESLAAN,BLAUWMEESLAAN,4020,4020,26104020,26104020,,,92.0135160012563
243,365,Blauwmoezelstraat,365,Blauwmoezelstraat,2000,Antwerpen,2000365365,,,BLAUWMOEZELSTRAAT,BLAUWMOEZELSTRAAT,1204,1204,20001204,20001204,,,89.478976949736
244,366,Blauwtorenplein,366,Blauwtorenplein,2000,Antwerpen,2000366366,,,BLAUWTORENPLEIN,BLAUWTORENPLEIN,2104,2104,20002104,20002104,,,132.609048485691
245,367,Bleekhofstraat,367,Bleekhofstraat,2018,Antwerpen,2018367367,,,BLEEKHOFSTRAAT,BLEEKHOFSTRAAT,6204,6204,20186204,20186204,,,106.132882001729
246,367,Bleekhofstraat,367,Bleekhofstraat,2140,Borgerhout,2140367367,,,BLEEKHOFSTRAAT,BLEEKHOFSTRAAT,6204,6204,21406204,21406204,,,384.077726387099
247,368,Blijde-Inkomststraat,368,Blijde-Inkomststraat,2140,Borgerhout,2140368368,,,BLIJDE-INKOMSTSTRAAT,BLIJDE-INKOMSTSTRAAT,1218,1218,21401218,21401218,,,260.908221434088
248,369,Blijvoort,369,Blijvoort,2170,Merksem,2170369369,,,BLIJVOORT,BLIJVOORT,0013,0013,21700013,21700013,,,227.501296768433
249,370,Blindestraat,370,Blindestraat,2000,Antwerpen,2000370370,,,BLINDESTRAAT,BLINDESTRAAT,1106,1106,20001106,20001106,,,229.837163685901
250,371,Blivensstraat,371,Blivensstraat,2100,Deurne,2100371371,,,BLIVENSSTRAAT,BLIVENSSTRAAT,0201,0201,21000201,21000201,,,347.043087522115
251,372,Bloemenveld,372,Bloemenveld,2610,Wilrijk,2610372372,,,BLOEMENVELD,BLOEMENVELD,1120,1120,26101120,26101120,,,324.342889595497
252,373,Bloemistenstraat,373,Bloemistenstraat,2140,Borgerhout,2140373373,,,BLOEMISTENSTRAAT,BLOEMISTENSTRAAT,4515,4515,21404515,21404515,,,188.063107893452
253,374,Bloemstraat,374,Bloemstraat,2140,Borgerhout,2140374374,,,BLOEMSTRAAT,BLOEMSTRAAT,1112,1112,21401112,21401112,,,161.410865549615
254,376,Boedapeststraat,376,Boedapeststraat,2660,Hoboken,2660376376,,,BOEDAPESTSTRAAT,BOEDAPESTSTRAAT,0821,0821,26600821,26600821,,,94.6830876290851
255,377,Boeierstraat,377,Boeierstraat,2040,Berendrecht-Zandvliet-Lillo,2040377377,,,BOEIERSTRAAT,BOEIERSTRAAT,0522,0522,20400522,20400522,,,276.39407372129
256,378,Boekenberglei,378,Boekenberglei,2100,Deurne,2100378378,,,BOEKENBERGLEI,BOEKENBERGLEI,0905,0905,21000905,21000905,,,2311.81790007958
257,379,Boekenbergplein,379,Boekenbergplein,2100,Deurne,2100379379,,,BOEKENBERGPLEIN,BOEKENBERGPLEIN,0907,0907,21000907,21000907,,,194.192992518054
258,380,Boekstraat,380,Boekstraat,2610,Wilrijk,2610380380,,,BOEKSTRAAT,BOEKSTRAAT,1130,1130,26101130,26101130,,,507.961939965805
259,381,Boeksveldplein,381,Boeksveldplein,2610,Wilrijk,2610381381,,,BOEKSVELDPLEIN,BOEKSVELDPLEIN,1140,1140,26101140,26101140,,,152.271533362225
260,382,Boeksveldstraat,382,Boeksveldstraat,2610,Wilrijk,2610382382,,,BOEKSVELDSTRAAT,BOEKSVELDSTRAAT,1150,1150,26101150,26101150,,,329.400939409569
261,383,Boerendijk,383,Boerendijk,2180,Ekeren,2180383383,,,BOERENDIJK,BOERENDIJK,1018,1018,21801018,21801018,,,508.04066768333
262,384,Boerenkrijgplein,384,Boerenkrijgplein,2170,Merksem,2170384384,,,BOERENKRIJGPLEIN,BOERENKRIJGPLEIN,0014,0014,21700014,21700014,,,132.700507684286
263,385,Boerhaavestraat,385,Boerhaavestraat,2060,Antwerpen,2060385385,,,BOERHAAVESTRAAT,BOERHAAVESTRAAT,8104,8104,20608104,20608104,,,561.243216438954
264,386,Boerinnestraat,386,Boerinnestraat,2030,Antwerpen,2030386386,,,BOERINNESTRAAT,BOERINNESTRAAT,0825,0825,20300825,20300825,,,686.935414135254
265,388,Bogaardestraat,388,Bogaardestraat,2000,Antwerpen,2000388388,,,BOGAARDESTRAAT,BOGAARDESTRAAT,2213,2213,20002213,20002213,,,135.762131093258
266,388,Bogaardestraat,155929,Bogaardeplein,2000,Antwerpen,2000388155929,,,BOGAARDESTRAAT,BOGAARDEPLEIN,2282,2213,20002213,20002282,,,38.7117360518769
267,389,Bokspane,389,Bokspane,2040,Berendrecht-Zandvliet-Lillo,2040389389,,,BOKSPANE,BOKSPANE,0455,0455,20400455,20400455,,,281.09580984368
268,390,Bolivarplaats,390,Bolivarplaats,2000,Antwerpen,2000390390,,,BOLIVARPLAATS,BOLIVARPLAATS,3210,3210,20003210,20003210,,,453.762937655744
269,391,Bollandusstraat,391,Bollandusstraat,2000,Antwerpen,2000391391,,,BOLLANDUSSTRAAT,BOLLANDUSSTRAAT,3106,3106,20003106,20003106,,,56.6085205394265
270,392,Bolwerkstraat,392,Bolwerkstraat,2018,Antwerpen,2018392392,,,BOLWERKSTRAAT,BOLWERKSTRAAT,4204,4204,20184204,20184204,,,108.807000643867
271,393,Bombaystraat,393,Bombaystraat,2000,Antwerpen,2000393393,,,BOMBAYSTRAAT,BOMBAYSTRAAT,0104,0104,20000104,20000104,,,133.505888398247
272,394,Bonapartedok,394,Bonapartedok,2000,Antwerpen,2000394394,,,BONAPARTEDOK,BONAPARTEDOK,0147,0147,20000147,20000147,,,12.9574508594051
273,394,Bonapartedok,2118,Nieuwpoortkaai,2000,Antwerpen,20003942118,,,BONAPARTEDOK,NIEUWPOORTKAAI,0130,0147,20000147,20000130,,,125.087331799008
274,396,Bontwerkersplaats,396,Bontwerkersplaats,2000,Antwerpen,2000396396,,,BONTWERKERSPLAATS,BONTWERKERSPLAATS,1200,1200,20001200,20001200,,,21.5572907486538
275,397,Boogkeers,1976,Mechelseplein,2000,Antwerpen,20003971976,,,BOOGKEERS,MECHELSEPLEIN,2238,2106,20002106,20002238,,,54.8877402374305
276,398,Boombekelaan,398,Boombekelaan,2660,Hoboken,2660398398,,,BOOMBEKELAAN,BOOMBEKELAAN,0740,0740,26600740,26600740,,,906.145660834109
277,400,Boomsesteenweg_AN,400,Boomsesteenweg_AN,2020,Antwerpen,2020400400,,,BOOMSESTEENWEG,BOOMSESTEENWEG,9209,9209,20209209,20209209,,,1236.83192226407
278,401,Boomstraat,401,Boomstraat,2180,Ekeren,2180401401,,,BOOMSTRAAT,BOOMSTRAAT,1019,1019,21801019,21801019,,,68.7172902260841
279,402,Boonhoek,402,Boonhoek,2170,Merksem,2170402402,,,BOONHOEK,BOONHOEK,0258,0258,21700258,21700258,,,80.0882374288119
280,403,Booswegske,403,Booswegske,2040,Berendrecht-Zandvliet-Lillo,2040403403,,,BOOSWEGSKE,BOOSWEGSKE,0404,0404,20400404,20400404,,,1098.19816761863
281,404,Bordeauxstraat,404,Bordeauxstraat,2000,Antwerpen,2000404404,,,BORDEAUXSTRAAT,BORDEAUXSTRAAT,0105,0105,20000105,20000105,,,104.576527022407
282,405,Bordink,405,Bordink,2170,Merksem,2170405405,,,BORDINK,BORDINK,0229,0229,21700229,21700229,,,467.416610616938
283,406,Borgerhoutsestraat,406,Borgerhoutsestraat,2018,Antwerpen,2018406406,,,BORGERHOUTSESTRAAT,BORGERHOUTSESTRAAT,6205,6205,20186205,20186205,,,116.893546294355
284,406,Borgerhoutsestraat,406,Borgerhoutsestraat,2140,Borgerhout,2140406406,,,BORGERHOUTSESTRAAT,BORGERHOUTSESTRAAT,6205,6205,21406205,21406205,,,136.543708691929
285,407,Borrewaterstraat,407,Borrewaterstraat,2170,Merksem,2170407407,,,BORREWATERSTRAAT,BORREWATERSTRAAT,0015,0015,21700015,21700015,,,805.350511031328
286,408,Borsbeeksebrug,408,Borsbeeksebrug,2600,Berchem,2600408408,,,BORSBEEKSEBRUG,BORSBEEKSEBRUG,2068,2068,26002068,26002068,,,1136.47616787294
287,409,Borsbeeksesteenweg,409,Borsbeeksesteenweg,2100,Deurne,2100409409,,,BORSBEEKSESTEENWEG,BORSBEEKSESTEENWEG,0909,0909,21000909,21000909,,,484.075347753332
288,410,Borsbeekstraat,410,Borsbeekstraat,2140,Borgerhout,2140410410,,,BORSBEEKSTRAAT,BORSBEEKSTRAAT,2411,2411,21402411,21402411,,,374.382928077676
289,411,Borzestraat,411,Borzestraat,2000,Antwerpen,2000411411,,,BORZESTRAAT,BORZESTRAAT,1107,1107,20001107,20001107,,,165.951256697619
290,412,Bosduifstraat,412,Bosduifstraat,2018,Antwerpen,2018412412,,,BOSDUIFSTRAAT,BOSDUIFSTRAAT,6104,6104,20186104,20186104,,,150.957921028409
291,413,Bosheidelaan,413,Bosheidelaan,2610,Wilrijk,2610413413,,,BOSHEIDELAAN,BOSHEIDELAAN,3040,3040,26103040,26103040,,,368.359713590603
292,414,Boshovestraat,414,Boshovestraat,2100,Deurne,2100414414,,,BOSHOVESTRAAT,BOSHOVESTRAAT,0403,0403,21000403,21000403,,,630.179617276461
293,415,Bosmanslei,415,Bosmanslei,2018,Antwerpen,2018415415,,,BOSMANSLEI,BOSMANSLEI,4104,4104,20184104,20184104,,,309.741069823081
294,416,Bosschaert de Bouwellei,416,Bosschaert de Bouwellei,2100,Deurne,2100416416,,,BOSSCHAERT DE BOUWELLEI,BOSSCHAERT DE BOUWELLEI,0405,0405,21000405,21000405,,,333.47455504815
295,417,Bosselaersstraat,417,Bosselaersstraat,2100,Deurne,2100417417,,,BOSSELAERSSTRAAT,BOSSELAERSSTRAAT,0708,0708,21000708,21000708,,,187.798408703026
296,418,Bosstraat_AN,418,Bosstraat_AN,2040,Berendrecht-Zandvliet-Lillo,2040418418,,,BOSSTRAAT,BOSSTRAAT,0405,0405,20400405,20400405,,,1198.03231260504
297,419,Bosstraat_EK,419,Bosstraat_EK,2180,Ekeren,2180419419,,,BOSSTRAAT,BOSSTRAAT,1021,1021,21801021,21801021,,,411.622891786658
298,420,Bostonstraat,420,Bostonstraat,2030,Antwerpen,2030420420,,,BOSTONSTRAAT,BOSTONSTRAAT,0205,0205,20300205,20300205,,,278.298987359167
299,421,Bosuil,421,Bosuil,2100,Deurne,2100421421,,,BOSUIL,BOSUIL,0203,0203,21000203,21000203,,,1298.88465253175
