,speed,deg,gust,address,time,LSTRNM,postcode,DISTRICT,lat,lon,full_address
6069,4.68,216,10.91,Jozef de Hasquestraat 2000 Antwerpen,18-Nov 06:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6070,5.08,223,10.72,Jozef de Hasquestraat 2000 Antwerpen,18-Nov 09:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6071,4.29,241,6.56,Jozef de Hasquestraat 2000 Antwerpen,18-Nov 12:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6072,2.88,239,5.92,Jozef de Hasquestraat 2000 Antwerpen,18-Nov 15:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6073,2.04,240,3.06,Jozef de Hasquestraat 2000 Antwerpen,18-Nov 18:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6074,1.67,214,1.66,Jozef de Hasquestraat 2000 Antwerpen,18-Nov 21:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6075,1.69,222,1.91,Jozef de Hasquestraat 2000 Antwerpen,19-Nov 00:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6076,1.98,240,3.19,Jozef de Hasquestraat 2000 Antwerpen,19-Nov 03:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6077,2.2,242,4.26,Jozef de Hasquestraat 2000 Antwerpen,19-Nov 06:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6078,1.73,238,2.77,Jozef de Hasquestraat 2000 Antwerpen,19-Nov 09:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6079,2.54,247,3.41,Jozef de Hasquestraat 2000 Antwerpen,19-Nov 12:00,Jozef de Hasquestraat,2000,Antwerpen,51.2246136,4.4076298,Jozef de Hasquestraat 2000 Antwerpen
6080,2.44,176,5.12,Kaasbrug 2000 Antwerpen,14-Nov 15:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6081,3.29,186,8.85,Kaasbrug 2000 Antwerpen,14-Nov 18:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6082,3.58,194,10.23,Kaasbrug 2000 Antwerpen,14-Nov 21:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6083,4.18,190,9.65,Kaasbrug 2000 Antwerpen,15-Nov 00:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6084,4.17,198,9.52,Kaasbrug 2000 Antwerpen,15-Nov 03:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6085,4.11,213,9.12,Kaasbrug 2000 Antwerpen,15-Nov 06:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6086,4.93,172,10.34,Kaasbrug 2000 Antwerpen,15-Nov 09:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6087,6.04,164,11.35,Kaasbrug 2000 Antwerpen,15-Nov 12:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6088,6.17,154,13.34,Kaasbrug 2000 Antwerpen,15-Nov 15:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6089,5.37,162,12.67,Kaasbrug 2000 Antwerpen,15-Nov 18:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6090,5.35,185,11.61,Kaasbrug 2000 Antwerpen,15-Nov 21:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6091,3.97,195,9.66,Kaasbrug 2000 Antwerpen,16-Nov 00:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6092,4.39,208,9.67,Kaasbrug 2000 Antwerpen,16-Nov 03:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6093,4.44,183,11.71,Kaasbrug 2000 Antwerpen,16-Nov 06:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6094,6.39,193,11.99,Kaasbrug 2000 Antwerpen,16-Nov 09:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6095,5.86,204,10.12,Kaasbrug 2000 Antwerpen,16-Nov 12:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6096,3.65,193,7.57,Kaasbrug 2000 Antwerpen,16-Nov 15:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6097,3.54,155,9.61,Kaasbrug 2000 Antwerpen,16-Nov 18:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6098,4.98,142,11.26,Kaasbrug 2000 Antwerpen,16-Nov 21:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6099,9.09,169,17.58,Kaasbrug 2000 Antwerpen,17-Nov 00:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6100,8.8,198,15.54,Kaasbrug 2000 Antwerpen,17-Nov 03:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6101,5.42,212,11.95,Kaasbrug 2000 Antwerpen,17-Nov 06:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6102,6.0,205,11.82,Kaasbrug 2000 Antwerpen,17-Nov 09:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6103,5.98,202,10.44,Kaasbrug 2000 Antwerpen,17-Nov 12:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6104,5.97,198,11.66,Kaasbrug 2000 Antwerpen,17-Nov 15:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6105,5.47,176,12.51,Kaasbrug 2000 Antwerpen,17-Nov 18:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6106,4.61,181,11.27,Kaasbrug 2000 Antwerpen,17-Nov 21:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6107,4.91,239,9.59,Kaasbrug 2000 Antwerpen,18-Nov 00:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6108,4.73,231,10.97,Kaasbrug 2000 Antwerpen,18-Nov 03:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6109,4.72,216,10.94,Kaasbrug 2000 Antwerpen,18-Nov 06:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6110,5.11,223,10.73,Kaasbrug 2000 Antwerpen,18-Nov 09:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6111,4.33,242,6.58,Kaasbrug 2000 Antwerpen,18-Nov 12:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6112,2.89,239,5.91,Kaasbrug 2000 Antwerpen,18-Nov 15:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6113,2.05,239,3.04,Kaasbrug 2000 Antwerpen,18-Nov 18:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6114,1.69,215,1.68,Kaasbrug 2000 Antwerpen,18-Nov 21:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6115,1.71,222,1.92,Kaasbrug 2000 Antwerpen,19-Nov 00:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6116,1.99,240,3.2,Kaasbrug 2000 Antwerpen,19-Nov 03:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6117,2.21,242,4.24,Kaasbrug 2000 Antwerpen,19-Nov 06:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6118,1.74,238,2.77,Kaasbrug 2000 Antwerpen,19-Nov 09:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6119,2.55,247,3.41,Kaasbrug 2000 Antwerpen,19-Nov 12:00,Kaasbrug,2000,Antwerpen,51.2249951,4.4048214,Kaasbrug 2000 Antwerpen
6120,2.44,176,5.12,Kaasrui 2000 Antwerpen,14-Nov 15:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6121,3.29,186,8.85,Kaasrui 2000 Antwerpen,14-Nov 18:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6122,3.58,194,10.23,Kaasrui 2000 Antwerpen,14-Nov 21:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6123,4.18,190,9.65,Kaasrui 2000 Antwerpen,15-Nov 00:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6124,4.17,198,9.52,Kaasrui 2000 Antwerpen,15-Nov 03:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6125,4.11,213,9.12,Kaasrui 2000 Antwerpen,15-Nov 06:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6126,4.93,172,10.34,Kaasrui 2000 Antwerpen,15-Nov 09:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6127,6.04,164,11.35,Kaasrui 2000 Antwerpen,15-Nov 12:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6128,6.17,154,13.34,Kaasrui 2000 Antwerpen,15-Nov 15:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6129,5.37,162,12.67,Kaasrui 2000 Antwerpen,15-Nov 18:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6130,5.35,185,11.61,Kaasrui 2000 Antwerpen,15-Nov 21:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6131,3.97,195,9.66,Kaasrui 2000 Antwerpen,16-Nov 00:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6132,4.39,208,9.67,Kaasrui 2000 Antwerpen,16-Nov 03:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6133,4.44,183,11.71,Kaasrui 2000 Antwerpen,16-Nov 06:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6134,6.39,193,11.99,Kaasrui 2000 Antwerpen,16-Nov 09:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6135,5.86,204,10.12,Kaasrui 2000 Antwerpen,16-Nov 12:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6136,3.65,193,7.57,Kaasrui 2000 Antwerpen,16-Nov 15:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6137,3.54,155,9.61,Kaasrui 2000 Antwerpen,16-Nov 18:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6138,4.98,142,11.26,Kaasrui 2000 Antwerpen,16-Nov 21:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6139,9.09,169,17.58,Kaasrui 2000 Antwerpen,17-Nov 00:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6140,8.8,198,15.54,Kaasrui 2000 Antwerpen,17-Nov 03:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6141,5.42,212,11.95,Kaasrui 2000 Antwerpen,17-Nov 06:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6142,6.0,205,11.82,Kaasrui 2000 Antwerpen,17-Nov 09:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6143,5.98,202,10.44,Kaasrui 2000 Antwerpen,17-Nov 12:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6144,5.97,198,11.66,Kaasrui 2000 Antwerpen,17-Nov 15:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6145,5.47,176,12.51,Kaasrui 2000 Antwerpen,17-Nov 18:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6146,4.61,181,11.27,Kaasrui 2000 Antwerpen,17-Nov 21:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6147,4.91,239,9.59,Kaasrui 2000 Antwerpen,18-Nov 00:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6148,4.73,231,10.97,Kaasrui 2000 Antwerpen,18-Nov 03:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6149,4.72,216,10.94,Kaasrui 2000 Antwerpen,18-Nov 06:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6150,5.11,223,10.73,Kaasrui 2000 Antwerpen,18-Nov 09:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6151,4.33,242,6.58,Kaasrui 2000 Antwerpen,18-Nov 12:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6152,2.89,239,5.91,Kaasrui 2000 Antwerpen,18-Nov 15:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6153,2.05,239,3.04,Kaasrui 2000 Antwerpen,18-Nov 18:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6154,1.69,215,1.68,Kaasrui 2000 Antwerpen,18-Nov 21:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6155,1.71,222,1.92,Kaasrui 2000 Antwerpen,19-Nov 00:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6156,1.99,240,3.2,Kaasrui 2000 Antwerpen,19-Nov 03:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6157,2.21,242,4.24,Kaasrui 2000 Antwerpen,19-Nov 06:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6158,1.74,238,2.77,Kaasrui 2000 Antwerpen,19-Nov 09:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6159,2.55,247,3.41,Kaasrui 2000 Antwerpen,19-Nov 12:00,Kaasrui,2000,Antwerpen,51.221092,4.4025737,Kaasrui 2000 Antwerpen
6160,2.44,176,5.12,Kaasstraat 2000 Antwerpen,14-Nov 15:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6161,3.29,186,8.85,Kaasstraat 2000 Antwerpen,14-Nov 18:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6162,3.58,194,10.23,Kaasstraat 2000 Antwerpen,14-Nov 21:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6163,4.18,190,9.65,Kaasstraat 2000 Antwerpen,15-Nov 00:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6164,4.17,198,9.52,Kaasstraat 2000 Antwerpen,15-Nov 03:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6165,4.11,213,9.12,Kaasstraat 2000 Antwerpen,15-Nov 06:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6166,4.93,172,10.34,Kaasstraat 2000 Antwerpen,15-Nov 09:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6167,6.04,164,11.35,Kaasstraat 2000 Antwerpen,15-Nov 12:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6168,6.17,154,13.34,Kaasstraat 2000 Antwerpen,15-Nov 15:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6169,5.37,162,12.67,Kaasstraat 2000 Antwerpen,15-Nov 18:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6170,5.35,185,11.61,Kaasstraat 2000 Antwerpen,15-Nov 21:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6171,3.97,195,9.66,Kaasstraat 2000 Antwerpen,16-Nov 00:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6172,4.39,208,9.67,Kaasstraat 2000 Antwerpen,16-Nov 03:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6173,4.44,183,11.71,Kaasstraat 2000 Antwerpen,16-Nov 06:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6174,6.39,193,11.99,Kaasstraat 2000 Antwerpen,16-Nov 09:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6175,5.86,204,10.12,Kaasstraat 2000 Antwerpen,16-Nov 12:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6176,3.65,193,7.57,Kaasstraat 2000 Antwerpen,16-Nov 15:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6177,3.54,155,9.61,Kaasstraat 2000 Antwerpen,16-Nov 18:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6178,4.98,142,11.26,Kaasstraat 2000 Antwerpen,16-Nov 21:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6179,9.09,169,17.58,Kaasstraat 2000 Antwerpen,17-Nov 00:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6180,8.8,198,15.54,Kaasstraat 2000 Antwerpen,17-Nov 03:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6181,5.42,212,11.95,Kaasstraat 2000 Antwerpen,17-Nov 06:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6182,6.0,205,11.82,Kaasstraat 2000 Antwerpen,17-Nov 09:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6183,5.98,202,10.44,Kaasstraat 2000 Antwerpen,17-Nov 12:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6184,5.97,198,11.66,Kaasstraat 2000 Antwerpen,17-Nov 15:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6185,5.47,176,12.51,Kaasstraat 2000 Antwerpen,17-Nov 18:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6186,4.61,181,11.27,Kaasstraat 2000 Antwerpen,17-Nov 21:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6187,4.91,239,9.59,Kaasstraat 2000 Antwerpen,18-Nov 00:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6188,4.73,231,10.97,Kaasstraat 2000 Antwerpen,18-Nov 03:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6189,4.72,216,10.94,Kaasstraat 2000 Antwerpen,18-Nov 06:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6190,5.11,223,10.73,Kaasstraat 2000 Antwerpen,18-Nov 09:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6191,4.33,242,6.58,Kaasstraat 2000 Antwerpen,18-Nov 12:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6192,2.89,239,5.91,Kaasstraat 2000 Antwerpen,18-Nov 15:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6193,2.05,239,3.04,Kaasstraat 2000 Antwerpen,18-Nov 18:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6194,1.69,215,1.68,Kaasstraat 2000 Antwerpen,18-Nov 21:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6195,1.71,222,1.92,Kaasstraat 2000 Antwerpen,19-Nov 00:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6196,1.99,240,3.2,Kaasstraat 2000 Antwerpen,19-Nov 03:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6197,2.21,242,4.24,Kaasstraat 2000 Antwerpen,19-Nov 06:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6198,1.74,238,2.77,Kaasstraat 2000 Antwerpen,19-Nov 09:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6199,2.55,247,3.41,Kaasstraat 2000 Antwerpen,19-Nov 12:00,Kaasstraat,2000,Antwerpen,51.2214521,4.3981602,Kaasstraat 2000 Antwerpen
6200,2.44,176,5.12,Kammenstraat 2000 Antwerpen,14-Nov 15:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6201,3.29,186,8.85,Kammenstraat 2000 Antwerpen,14-Nov 18:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6202,3.58,194,10.23,Kammenstraat 2000 Antwerpen,14-Nov 21:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6203,4.18,190,9.65,Kammenstraat 2000 Antwerpen,15-Nov 00:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6204,4.17,198,9.52,Kammenstraat 2000 Antwerpen,15-Nov 03:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6205,4.11,213,9.12,Kammenstraat 2000 Antwerpen,15-Nov 06:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6206,4.93,172,10.34,Kammenstraat 2000 Antwerpen,15-Nov 09:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6207,6.04,164,11.35,Kammenstraat 2000 Antwerpen,15-Nov 12:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6208,6.17,154,13.34,Kammenstraat 2000 Antwerpen,15-Nov 15:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6209,5.37,162,12.67,Kammenstraat 2000 Antwerpen,15-Nov 18:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6210,5.35,185,11.61,Kammenstraat 2000 Antwerpen,15-Nov 21:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6211,3.97,195,9.66,Kammenstraat 2000 Antwerpen,16-Nov 00:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6212,4.39,208,9.67,Kammenstraat 2000 Antwerpen,16-Nov 03:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6213,4.44,183,11.71,Kammenstraat 2000 Antwerpen,16-Nov 06:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6214,6.39,193,11.99,Kammenstraat 2000 Antwerpen,16-Nov 09:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6215,5.86,204,10.12,Kammenstraat 2000 Antwerpen,16-Nov 12:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6216,3.65,193,7.57,Kammenstraat 2000 Antwerpen,16-Nov 15:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6217,3.54,155,9.61,Kammenstraat 2000 Antwerpen,16-Nov 18:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6218,4.98,142,11.26,Kammenstraat 2000 Antwerpen,16-Nov 21:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6219,9.09,169,17.58,Kammenstraat 2000 Antwerpen,17-Nov 00:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6220,8.8,198,15.54,Kammenstraat 2000 Antwerpen,17-Nov 03:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6221,5.42,212,11.95,Kammenstraat 2000 Antwerpen,17-Nov 06:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6222,6.0,205,11.82,Kammenstraat 2000 Antwerpen,17-Nov 09:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6223,5.98,202,10.44,Kammenstraat 2000 Antwerpen,17-Nov 12:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6224,5.97,198,11.66,Kammenstraat 2000 Antwerpen,17-Nov 15:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
6225,5.47,176,12.51,Kammenstraat 2000 Antwerpen,17-Nov 18:00,Kammenstraat,2000,Antwerpen,51.216857,4.4010532,Kammenstraat 2000 Antwerpen
