,LSTRNM,postcode,DISTRICT,lat,lon
415,Verbondstraat,2000,Antwerpen,51.2102304,4.4003012
416,Verbrande-Entrepotstraat,2000,Antwerpen,51.2162792,4.3942163
417,Verlatstraat,2000,Antwerpen,51.2096938,4.394091
418,Verschansingstraat,2000,Antwerpen,51.2083774,4.3912996
419,Verversrui,2000,Antwerpen,51.2256352,4.4047185
420,Verviersstraat,2000,Antwerpen,51.2089506,4.3871242
421,Veurnekaai,2000,Antwerpen,51.2291897,4.4051015
422,Vingerlingstraat,2000,Antwerpen,51.2261955,4.4030206
423,Visserskaai,2000,Antwerpen,51.2101261,4.3875697
424,Vlaaikensgang,2000,Antwerpen,51.2198422,4.3997007
425,Vlaamsekaai,2000,Antwerpen,51.2098121,4.3908763
426,Vlaanderenstraat,2000,Antwerpen,51.2166957,4.3946665
427,Vlasmarkt,2000,Antwerpen,51.219817,4.3971914
428,Vleeshouwersstraat,2000,Antwerpen,51.2224478,4.3995483
429,Vleeshuisstraat,2000,Antwerpen,51.2227422,4.398481
430,Vleminckstraat,2000,Antwerpen,51.2198625,4.4035617
431,Vleminckveld,2000,Antwerpen,51.2136612,4.4044905
432,Volkstraat,2000,Antwerpen,51.2118833,4.3969877
433,Vorstermanstraat,2000,Antwerpen,51.2105904,4.3940391
434,Vrijdagmarkt,2000,Antwerpen,51.2183208,4.399108
435,Vrijdagmarktstraatje,2000,Antwerpen,51.2182021,4.3982541
436,Vrijheidstraat,2000,Antwerpen,51.210699,4.3986614
437,Waalsekaai,2000,Antwerpen,51.207483,4.3862753
438,Waaslandtunnel,2000,Antwerpen,51.2269574,4.4049475
439,Wapenstraat,2000,Antwerpen,51.2110767,4.3895236
440,Wapper,2000,Antwerpen,51.2174337,4.4087891
441,Welvaartstraat,2000,Antwerpen,51.2102148,4.4001592
442,Wiegstraat,2000,Antwerpen,51.2175682,4.4041256
443,Wijngaardbrug,2000,Antwerpen,51.2212785,4.4050389
444,Wijngaardstraat,2000,Antwerpen,51.2210948,4.4039625
445,Willem Lepelstraat,2000,Antwerpen,51.2128672,4.3969947
446,Willem Ogierplaats,2000,Antwerpen,51.2220495,4.397919127083332
447,Willem Tellstraat,2000,Antwerpen,51.2148944,4.4069262
448,Wisselstraat,2000,Antwerpen,51.2218932,4.4006873
449,Wolstraat,2000,Antwerpen,51.2215417,4.4026667
450,Zakstraat,2000,Antwerpen,51.2232214,4.3986003
451,Zand,2000,Antwerpen,51.2195605,4.3963149
452,Zeevaartstraat,2000,Antwerpen,51.2270261,4.4096289
453,Zilversmidstraat,2000,Antwerpen,51.2215973,4.3994765
454,Zirkstraat,2000,Antwerpen,51.2227604,4.4019832
455,Zwaardstraat,2000,Antwerpen,51.2164685,4.4003454
456,Zwaluwstraat,2000,Antwerpen,51.2190946,4.4010132
457,Zwanengang,2000,Antwerpen,51.2209835,4.4115929
458,Zwartzustersstraat,2000,Antwerpen,51.2232403,4.4027497
459,Zwedenstraat,2000,Antwerpen,51.2269052,4.4139349
460,Zwijgerstraat,2000,Antwerpen,51.2096369,4.3965326
461,Munthof,2000,Antwerpen,51.2171766,4.3966847
462,Rozenstraat,2000,Antwerpen,51.2214823,4.4128239
463,Vlissingenstraat,2000,Antwerpen,51.2361124,4.4137521
464,Piraeusstraat,2000,Antwerpen,51.2355331,4.4128245
465,Portostraat,2000,Antwerpen,51.2350119,4.4110607
466,Bolivartunnel,2000,Antwerpen,51.2040946,4.3873532
467,Van Eycktunnel,2000,Antwerpen,51.2113907,4.4078473
468,Blauwtorentunnel,2000,Antwerpen,51.21168,4.4092836
469,Gasthuistunnel,2000,Antwerpen,51.212385,4.4077288
470,Calcuttastraat,2000,Antwerpen,51.2344519,4.4080337
471,Tallinnstraat,2000,Antwerpen,,
472,Limaplein,2000,Antwerpen,51.23459545,4.404366551794634
473,Mexicoplein,2000,Antwerpen,51.2360819,4.408464950120925
474,Michel De Braeystraat,2000,Antwerpen,51.2062257,4.3810118
475,Jan Vanhoenackerstraat,2000,Antwerpen,51.2052621,4.3837113
476,Léon Stynenstraat,2000,Antwerpen,51.2058604,4.3849162
477,Jos Smolderenstraat,2000,Antwerpen,51.2056518,4.3824547
478,Paul Smekensplein,2000,Antwerpen,51.2261717,4.406129
479,Johan Westerlundplein,2000,Antwerpen,51.22636125,4.406590034453876
480,Falco de Lampageplein,2000,Antwerpen,,
481,Edith Kielpad,2000,Antwerpen,51.205996,4.3853388
482,Henri Storckpad,2000,Antwerpen,,
483,André Delvauxpad,2000,Antwerpen,51.2056518,4.3824547
484,Nicole Van Goethempad,2000,Antwerpen,51.2036896,4.3824841
485,Maarten Lutherplein,2000,Antwerpen,,
486,Jan Van Asperenpad,2000,Antwerpen,51.2036896,4.3824841
487,Jef Cassiersstraat,2000,Antwerpen,51.2041471,4.3811323
488,Senne Rouffaerplein,2000,Antwerpen,,
489,Roland Verhavertpad,2000,Antwerpen,51.2046703,4.3799757
490,Frans Buyensstraat,2000,Antwerpen,51.2046177,4.379831
491,Emile Thielenspad,2000,Antwerpen,51.2043818,4.3792629
492,Ann Salenspad,2000,Antwerpen,51.2052528,4.3869354
493,Zillionpad,2000,Antwerpen,51.2053159,4.385958
494,Catharina Pepijnstraat,2000,Antwerpen,51.2315881,4.4094482
495,Lode Sebregtsparkje,2000,Antwerpen,,
496,Jos Brabantstunnel,2000,Antwerpen,51.2169002,4.4147823
497,Jeanne Brabantstunnel,2000,Antwerpen,51.2175734,4.4149025
498,Clara Peetershof,2000,Antwerpen,,
499,Panamarenkoplein,2000,Antwerpen,51.20540375,4.382360929974048
500,Leonie Glassplein,2000,Antwerpen,51.2214991,4.3987165
503,André Delvauxstraat,2000,Antwerpen,,
504,Henri Storckstraat,2000,Antwerpen,,
505,Edith Kielstraat,2000,Antwerpen,,
506,Nicole Van Goethemstraat,2000,Antwerpen,,
507,Houtdok-Zuidkaai,2000,Antwerpen,51.2361114,4.4128233
